,carat,cut,color,clarity,depth,table,x,z,price
425,0.41,2,3,1,62.4,54.0,4.77,2.99,1259.0
426,0.91,0,4,2,64.8,57.0,6.12,3.95,3180.0
427,1.03,0,6,3,64.6,62.0,6.3,4.06,3149.0
428,1.0,0,3,3,70.2,58.0,6.0,4.13,2326.0
429,0.23,1,2,5,61.0,57.0,3.97,2.44,442.0
430,0.73,2,4,6,62.1,56.0,5.75,3.58,3220.0
431,0.81,3,1,3,59.9,61.0,6.08,3.63,2559.0
432,0.37,4,4,6,61.9,55.0,4.6,2.86,774.0
433,0.25,2,1,7,61.6,57.0,4.1,2.52,740.0
434,0.32,2,5,3,60.9,56.0,4.43,2.71,523.0
435,0.3,3,5,1,60.5,59.0,4.34,2.62,810.0
436,0.3,2,4,6,62.2,56.0,4.28,2.67,665.0
437,0.31,3,2,1,61.5,58.0,4.33,2.69,979.0
438,0.3,3,2,1,61.6,58.0,4.35,2.67,1013.0
439,0.92,3,4,2,62.0,60.0,6.21,3.87,4096.0
440,0.4,3,1,4,62.5,58.0,4.72,2.94,834.0
441,0.3,2,4,4,62.3,55.0,4.29,2.69,658.0
442,1.5,1,4,2,64.3,58.0,7.04,4.54,10450.0
443,0.99,3,2,3,60.6,61.0,6.45,3.89,4075.0
444,1.01,0,3,3,64.6,59.0,6.19,3.99,3540.0
445,1.03,4,3,5,62.2,57.0,6.43,4.01,6786.0
446,1.04,4,5,2,61.8,59.0,6.46,4.0,4484.0
447,0.51,2,1,2,61.5,56.0,5.15,3.17,1431.0
448,0.91,4,3,2,63.1,60.0,6.12,3.91,3286.0
449,1.33,3,2,3,59.9,58.0,7.14,4.28,6668.0
450,1.54,2,4,4,61.1,56.0,7.47,4.56,9391.0
451,1.63,4,4,6,59.1,58.0,7.68,4.59,13211.0
452,1.03,3,1,0,61.3,61.0,6.53,3.98,5906.0
453,1.22,3,1,7,61.1,60.0,6.87,4.19,13824.0
454,0.5,3,1,5,62.3,60.0,5.09,3.16,1746.0
455,2.04,3,2,3,60.2,58.0,8.17,4.94,18066.0
456,0.51,2,0,5,61.5,57.0,5.14,3.15,1882.0
457,0.31,1,5,4,63.8,56.0,4.27,2.74,489.0
458,0.33,2,2,1,61.7,55.0,4.46,2.76,761.0
459,0.37,1,4,5,63.7,55.0,4.56,2.9,749.0
460,0.35,2,2,2,61.6,57.0,4.5,2.78,829.0
461,0.7,4,1,3,62.6,55.0,5.62,3.54,2263.0
462,0.7,4,5,2,63.3,59.0,5.56,3.56,1890.0
463,1.0,2,1,3,62.0,57.0,6.37,3.96,4623.0
464,1.56,3,6,2,60.1,59.0,7.52,4.5,6126.0
465,0.3,2,5,2,61.9,58.0,4.27,2.66,422.0
466,0.32,3,3,5,62.1,60.0,4.39,2.71,720.0
467,1.51,1,1,2,65.5,56.0,7.12,4.68,8868.0
468,0.34,2,1,5,61.0,57.0,4.51,2.76,765.0
469,0.57,3,4,6,61.6,58.0,5.39,3.31,2172.0
470,1.51,1,6,5,64.0,58.0,7.24,4.64,6936.0
471,0.38,2,4,2,62.4,56.0,4.63,2.89,660.0
472,1.07,3,3,4,61.4,56.0,6.65,4.07,6076.0
473,0.42,2,5,6,61.3,56.0,4.85,2.96,1107.0
474,0.7,4,4,4,61.5,58.0,5.66,3.5,2394.0
475,0.34,2,1,3,61.4,55.0,4.5,2.77,454.0
476,0.32,2,2,5,61.9,56.0,4.44,2.74,828.0
477,0.92,4,0,0,63.0,58.0,6.13,3.88,4612.0
478,2.03,2,4,2,62.9,57.0,8.07,5.06,16900.0
479,0.3,2,5,4,61.3,57.0,4.3,2.64,621.0
480,2.01,2,3,3,60.9,55.0,8.16,4.98,17609.0
481,0.31,3,4,4,62.4,58.0,4.34,2.69,698.0
482,0.5,1,0,5,64.0,56.0,5.02,3.22,1589.0
483,0.32,2,3,7,61.3,57.0,4.44,2.73,936.0
484,0.31,3,4,4,62.4,56.0,4.36,2.71,698.0
485,1.57,2,2,2,61.1,55.0,7.53,4.61,12320.0
486,1.01,3,2,6,59.8,61.0,6.47,3.89,4956.0
487,0.7,1,5,4,64.4,60.0,5.51,3.57,2271.0
488,0.4,4,2,7,63.0,57.0,4.63,2.94,963.0
489,0.32,3,0,2,60.9,60.0,4.39,2.68,589.0
490,1.1,3,4,3,58.9,57.0,6.86,4.03,4497.0
491,0.32,2,3,1,61.8,56.0,4.41,2.72,1008.0
492,0.3,2,1,2,61.1,57.0,4.3,2.64,499.0
493,0.32,4,3,7,62.4,56.0,4.35,2.72,842.0
494,1.19,2,0,5,60.4,56.0,6.87,4.17,7916.0
495,0.56,2,0,5,61.4,57.0,5.32,3.28,1963.0
496,1.5,1,5,5,60.0,61.0,7.39,4.44,9827.0
497,1.06,2,5,2,62.8,56.0,6.52,4.08,4333.0
498,1.24,2,3,3,61.4,56.0,6.98,4.27,5520.0
499,0.9,1,0,3,63.9,60.0,6.07,3.89,3772.0
500,2.01,3,5,2,60.1,59.0,8.24,4.94,14558.0
501,0.51,2,2,5,61.3,56.0,5.14,3.14,1562.0
502,1.03,2,3,5,61.8,56.0,6.54,4.02,6241.0
503,0.51,1,3,3,56.7,60.0,5.38,3.04,1060.0
504,0.82,3,0,3,61.7,56.0,6.01,3.7,3159.0
505,1.99,1,6,5,62.9,61.0,7.91,4.99,13338.0
506,1.02,2,4,3,61.8,55.0,6.47,4.01,4207.0
507,1.0,1,2,1,59.3,61.0,6.51,3.88,5766.0
508,0.7,2,1,5,60.8,56.0,5.74,3.5,3504.0
509,1.66,3,6,4,60.7,58.0,7.72,4.6,8487.0
510,1.12,4,0,3,61.2,60.0,6.63,4.07,5233.0
511,1.05,2,1,2,61.8,56.0,6.57,4.04,5821.0
512,0.9,2,2,5,62.3,57.0,6.16,3.86,5160.0
513,1.55,3,4,5,60.7,58.0,7.51,4.55,11567.0
514,1.0,3,3,3,59.4,62.0,6.5,3.85,4172.0
515,1.51,3,3,4,62.4,59.0,7.34,4.56,10939.0
516,0.3,1,3,3,63.7,54.0,4.23,2.7,394.0
517,0.5,0,4,4,66.6,58.0,4.95,3.26,1134.0
518,0.71,4,5,3,61.1,56.0,5.75,3.53,1938.0
519,0.73,4,3,4,60.7,55.0,5.87,3.57,3011.0
520,1.55,2,3,5,61.6,57.0,7.48,4.6,14039.0
521,1.22,3,3,2,61.8,58.0,6.9,4.23,6656.0
522,0.9,4,0,2,62.5,62.0,6.13,3.84,3146.0
523,0.71,3,5,6,63.0,58.0,5.6,3.55,2549.0
524,0.41,3,0,2,62.6,60.0,4.8,3.03,795.0
525,1.27,2,6,3,62.6,57.0,6.85,4.3,4693.0
526,0.3,3,4,5,61.1,61.0,4.32,2.63,842.0
527,1.61,4,5,3,60.9,63.0,7.54,4.58,7775.0
528,0.34,1,1,5,57.8,64.0,4.61,2.66,754.0
529,1.02,2,4,0,62.1,56.0,6.4,3.99,2695.0
530,1.0,0,4,7,65.3,58.0,6.25,4.06,4312.0
531,1.2,3,4,5,62.4,59.0,6.75,4.19,6416.0
532,0.27,1,1,7,66.4,58.0,3.99,2.66,371.0
533,1.5,3,2,5,62.4,59.0,7.29,4.56,11092.0
534,1.07,3,3,4,60.5,61.0,6.67,4.01,4494.0
535,1.03,3,6,3,62.0,58.0,6.49,4.03,4164.0
536,0.6,4,1,3,63.2,60.0,5.32,3.35,1250.0
537,1.26,4,6,2,61.8,58.0,6.88,4.26,4989.0
538,0.31,3,1,2,61.8,58.0,4.36,2.67,710.0
539,1.21,2,2,2,61.1,55.0,6.87,4.19,6659.0
540,1.13,4,4,3,62.7,55.0,6.61,4.17,4661.0
541,0.42,2,4,7,62.0,57.0,4.82,2.98,1055.0
542,0.55,3,0,6,60.3,59.0,5.34,3.21,3006.0
543,0.39,3,1,5,60.4,57.0,4.71,2.85,942.0
544,2.0,4,5,2,58.5,58.0,8.24,4.83,15249.0
545,1.51,2,5,5,62.9,57.0,7.27,4.56,8879.0
546,0.52,3,1,5,62.5,60.0,5.1,3.2,1576.0
547,0.26,2,3,4,62.0,53.0,4.1,2.57,508.0
548,0.51,4,1,5,61.3,54.0,5.13,3.16,1438.0
549,0.84,2,4,3,63.0,56.0,6.04,3.75,2628.0
550,0.34,4,2,3,61.7,61.0,4.44,2.75,447.0
551,1.01,3,5,3,60.5,60.0,6.52,3.94,4036.0
552,0.9,3,6,2,60.4,59.0,6.27,3.78,3141.0
553,1.38,4,2,4,61.4,61.0,7.1,4.37,11286.0
554,0.7,4,3,2,62.7,57.0,5.63,3.54,2106.0
555,1.29,1,0,3,62.9,59.0,7.15,4.17,6140.0
556,2.02,1,3,3,58.8,61.0,8.21,4.84,18236.0
557,0.71,2,2,4,61.5,57.0,5.71,3.53,3710.0
558,0.79,1,3,2,63.6,57.0,5.86,3.72,2726.0
559,0.54,3,3,4,61.1,59.0,5.22,3.2,1754.0
560,0.32,2,2,1,62.2,55.3,4.38,2.73,842.0
561,0.46,3,1,5,60.9,59.0,4.93,3.01,1267.0
562,0.57,3,1,5,62.0,58.0,5.34,3.32,1763.0
563,0.71,2,4,1,62.2,57.0,5.7,3.56,3234.0
564,0.26,1,2,6,63.3,57.0,4.04,2.59,679.0
565,1.01,4,1,2,59.9,59.0,6.46,3.88,5224.0
566,2.01,3,6,2,60.3,56.0,8.02,4.82,11188.0
567,1.52,3,4,2,61.0,58.0,7.39,4.51,9527.0
568,0.5,1,0,5,64.1,61.0,4.98,3.2,1402.0
569,1.24,3,3,4,61.4,58.0,7.03,4.21,10482.0
570,1.01,0,0,3,64.6,60.0,6.27,4.03,4538.0
571,0.44,3,1,7,60.0,59.0,4.95,2.98,1274.0
572,1.04,3,5,3,62.0,57.0,6.53,4.03,3774.0
573,0.34,3,3,4,61.6,58.0,4.53,2.77,765.0
574,1.16,4,4,3,59.6,59.0,6.85,4.09,4507.0
575,0.4,4,1,7,60.3,59.0,4.74,2.87,1017.0
576,1.56,4,6,3,58.3,63.0,7.64,4.47,9324.0
577,1.0,3,3,2,59.7,60.0,6.51,3.88,4939.0
578,0.51,1,0,2,64.0,57.0,5.08,3.22,1574.0
579,1.0,4,2,4,62.1,60.0,6.33,3.96,6883.0
580,0.5,3,2,5,60.7,58.0,5.16,3.12,1654.0
581,1.51,3,1,2,63.0,58.0,7.4,4.62,8836.0
582,0.92,0,1,2,66.8,55.0,6.04,4.02,4482.0
583,0.3,2,1,7,61.6,56.0,4.32,2.67,766.0
584,0.7,4,6,3,61.7,59.0,5.64,3.49,1788.0
585,0.31,3,3,2,60.7,60.0,4.36,2.64,593.0
586,0.52,4,1,3,64.0,55.0,5.07,3.26,1059.0
587,0.5,1,2,4,58.0,61.0,5.18,3.02,1415.0
588,0.7,1,1,5,61.4,57.0,5.7,3.51,2921.0
589,0.3,3,3,3,62.7,55.0,4.29,2.68,710.0
590,0.25,2,2,5,61.3,55.0,3.99,2.53,535.0
591,0.3,2,5,4,62.4,54.0,4.29,2.69,491.0
592,0.93,1,4,4,59.1,62.0,6.36,3.81,3500.0
593,0.73,1,2,2,64.3,59.0,5.67,3.63,2435.0
594,0.32,3,0,5,60.3,60.0,4.42,2.67,758.0
595,0.51,1,1,5,57.6,62.0,5.33,3.06,1812.0
596,0.9,2,4,4,60.4,57.0,6.27,3.79,5907.0
597,0.8,3,1,2,61.5,58.0,5.97,3.66,3297.0
598,0.35,2,4,2,61.9,55.0,4.54,2.82,541.0
599,0.51,2,2,4,61.9,56.0,5.17,3.18,1836.0
600,1.0,4,1,2,59.6,60.0,6.58,3.9,5257.0
601,1.0,4,0,3,62.5,58.0,6.35,4.0,4661.0
602,0.74,2,1,2,61.9,59.0,5.82,3.59,2901.0
603,1.03,1,6,2,63.6,57.0,6.38,4.09,2855.0
604,1.0,4,3,7,59.8,59.0,6.47,3.88,7584.0
605,0.92,4,1,4,60.9,61.0,6.32,3.8,5453.0
606,0.35,2,4,6,61.7,56.0,4.56,2.8,1401.0
607,0.42,2,2,1,62.0,55.0,4.84,2.99,1389.0
608,1.69,2,2,2,63.0,57.0,7.55,4.78,13872.0
609,0.4,2,2,2,61.7,62.0,4.72,2.92,717.0
610,1.24,2,2,3,60.8,57.0,6.98,4.25,9073.0
611,0.43,4,1,3,62.3,60.0,4.83,2.99,863.0
612,0.71,1,3,3,64.1,56.0,5.64,3.58,2258.0
613,0.33,2,5,7,61.9,57.0,4.45,2.74,666.0
614,0.3,2,1,5,62.0,56.0,4.26,2.68,590.0
615,1.0,1,0,3,62.8,61.0,6.31,3.98,4520.0
616,0.24,4,1,7,64.0,56.0,3.94,2.53,485.0
617,0.33,2,4,4,61.5,56.0,4.44,2.74,579.0
618,2.32,2,3,3,61.0,58.0,8.5,5.2,18532.0
619,1.01,4,4,2,61.8,60.0,6.38,3.96,4855.0
620,0.52,4,3,4,61.5,56.3,5.16,3.18,1262.0
621,1.5,3,4,5,61.6,58.0,7.31,4.53,14071.0
622,0.43,2,1,6,61.0,57.0,4.85,2.97,1827.0
623,0.41,2,4,1,61.8,55.0,4.79,2.95,1243.0
624,1.06,2,3,5,61.3,57.0,6.56,4.03,6809.0
625,2.0,4,6,3,59.5,62.0,8.16,4.86,13892.0
626,1.7,4,6,2,59.1,61.0,7.79,4.62,7713.0
627,0.3,2,0,5,61.5,55.0,4.34,2.67,911.0
628,1.01,4,1,5,60.6,59.0,6.43,3.91,7195.0
629,0.73,0,5,7,64.4,59.0,5.65,3.63,2351.0
630,0.51,1,1,2,64.3,54.0,5.1,3.22,1624.0
631,0.36,3,0,5,60.5,58.0,4.6,2.79,852.0
632,1.13,4,4,3,62.0,58.0,6.67,4.15,5179.0
633,0.31,3,0,3,60.1,58.0,4.35,2.64,593.0
634,0.59,4,3,5,61.5,59.0,5.32,3.3,1618.0
635,0.5,0,3,4,67.6,56.0,5.02,3.35,1629.0
636,0.74,2,2,3,61.9,56.0,5.81,3.61,2623.0
637,0.4,4,1,7,62.4,58.0,4.7,2.95,1017.0
638,2.05,3,6,3,62.6,58.0,8.08,5.08,9658.0
639,1.0,4,3,5,62.2,58.0,6.38,3.98,7682.0
640,0.31,4,3,4,63.4,57.0,4.28,2.71,625.0
641,2.18,4,4,3,61.4,59.5,8.31,5.12,14735.0
642,1.04,1,3,4,63.8,57.0,6.43,4.09,7177.0
643,0.5,2,6,4,61.4,58.0,5.14,3.15,1134.0
644,0.56,2,0,5,61.4,55.0,5.33,3.28,1963.0
645,0.31,4,3,4,63.2,57.0,4.33,2.72,802.0
646,1.17,3,2,0,62.2,58.0,6.76,4.19,3984.0
647,0.31,3,4,1,60.8,59.0,4.36,2.66,874.0
648,0.9,1,3,2,63.8,57.0,6.04,3.88,3752.0
649,0.32,3,3,5,62.3,60.0,4.41,2.73,706.0
650,0.51,1,1,4,61.3,63.0,5.11,3.15,1841.0
651,0.27,2,1,7,61.8,57.0,4.12,2.56,622.0
652,1.23,2,4,4,60.6,57.0,6.94,4.22,7803.0
653,1.02,3,2,3,62.7,59.0,6.41,4.0,4455.0
654,0.32,2,1,2,59.1,59.0,4.44,2.62,698.0
655,1.2,2,5,2,62.3,53.0,6.8,4.25,5694.0
656,0.71,4,2,2,61.4,56.0,5.75,3.54,3710.0
657,0.59,4,3,2,59.3,58.0,5.44,3.3,1555.0
658,0.6,2,1,5,61.1,57.0,5.53,3.34,2125.0
659,0.57,2,6,4,61.6,56.0,5.33,3.29,1355.0
660,0.73,4,4,5,61.8,56.0,5.74,3.55,3178.0
661,0.57,2,1,5,62.5,56.0,5.3,3.32,1853.0
662,0.53,2,1,7,60.5,57.0,5.24,3.18,2456.0
663,1.09,2,3,5,62.2,55.0,6.61,4.13,7961.0
664,1.0,1,3,2,63.6,58.0,6.39,4.05,5055.0
665,0.3,2,3,4,62.8,57.0,4.26,2.67,776.0
666,1.13,2,5,5,62.3,56.0,6.63,4.16,4940.0
667,1.52,4,5,5,63.3,61.0,7.27,4.59,8938.0
668,0.9,4,2,5,63.4,58.0,6.07,3.86,4400.0
669,2.28,2,6,2,61.6,57.0,8.5,5.21,12755.0
670,1.5,4,0,7,60.2,59.0,7.3,4.41,15600.0
671,0.73,2,2,4,62.9,56.0,5.71,3.61,3135.0
672,0.32,2,3,2,60.9,57.0,4.46,2.71,612.0
673,0.7,4,4,2,63.5,57.0,5.59,3.59,2106.0
674,1.04,2,3,4,61.0,56.0,6.58,4.01,6632.0
675,1.32,2,3,4,62.4,53.0,7.03,4.4,10631.0
676,0.34,2,4,6,62.0,57.0,4.44,2.75,775.0
677,0.54,3,1,5,60.9,58.0,5.31,3.22,1993.0
678,1.51,3,6,2,61.3,61.0,7.33,4.52,7585.0
679,0.78,3,2,2,60.8,60.0,5.97,3.61,2826.0
680,0.57,4,6,5,62.8,59.0,5.33,3.32,1072.0
681,1.56,1,5,5,57.6,64.0,7.6,4.38,6966.0
682,0.52,2,3,7,62.6,57.0,5.13,3.2,1906.0
683,1.0,3,2,3,61.6,58.0,6.41,3.96,4497.0
684,1.05,4,3,5,61.7,55.0,6.5,4.03,5917.0
685,0.8,2,3,2,62.1,57.0,5.99,3.72,3044.0
686,0.92,3,3,3,62.2,60.0,6.17,3.83,3751.0
687,1.25,1,1,5,61.5,58.0,6.98,4.27,10640.0
688,1.51,4,1,3,61.8,57.0,7.34,4.53,9731.0
689,1.01,3,3,2,60.0,59.0,6.51,3.88,4118.0
690,0.5,2,1,5,62.1,57.0,5.1,3.15,1546.0
691,1.5,0,2,3,65.4,58.0,7.17,4.67,7644.0
692,1.21,4,5,2,61.2,62.0,6.81,4.18,5190.0
693,2.01,3,5,2,60.9,60.0,8.1,4.92,15528.0
694,1.31,4,6,3,62.6,58.0,6.87,4.32,5654.0
695,0.3,3,2,1,61.6,58.0,4.34,2.66,1085.0
696,1.34,2,3,3,61.1,56.0,7.11,4.35,7058.0
697,0.29,4,4,7,61.6,56.0,4.26,2.63,541.0
698,0.9,4,2,3,62.8,54.0,6.05,3.83,3217.0
699,0.5,1,0,2,63.8,60.0,5.03,3.2,1433.0
700,0.72,2,5,7,61.3,55.0,5.78,3.56,3495.0
701,0.41,2,2,4,61.3,55.0,4.79,2.95,1007.0
702,1.04,2,2,3,61.6,57.0,6.51,4.0,3718.0
703,0.31,3,2,5,62.0,58.0,4.31,2.69,625.0
704,0.39,2,1,1,62.5,57.0,4.7,2.95,1248.0
705,0.9,2,2,0,62.8,57.0,6.2,3.81,2634.0
706,0.5,1,0,2,63.9,56.0,5.02,3.18,1210.0
707,1.51,4,1,7,60.2,61.0,7.34,4.47,17689.0
708,1.21,4,5,2,62.9,58.0,6.73,4.25,5245.0
709,0.32,3,6,3,61.9,58.0,4.35,2.7,393.0
710,1.21,4,5,2,62.2,57.0,6.81,4.25,5149.0
711,0.33,2,0,5,62.4,57.0,4.42,2.75,631.0
712,0.32,3,3,4,62.4,58.0,4.4,2.73,828.0
713,0.91,3,3,4,62.4,61.0,6.17,3.85,3515.0
714,0.32,4,3,6,60.9,61.0,4.37,2.67,842.0
715,0.5,4,1,3,60.8,62.0,5.08,3.09,982.0
716,0.42,2,5,1,62.1,57.0,4.82,3.0,961.0
717,0.71,4,2,2,62.8,59.0,5.62,3.54,2427.0
718,0.27,2,5,4,61.9,55.0,4.16,2.56,432.0
719,0.25,2,3,7,61.9,55.0,4.07,2.52,525.0
720,1.07,2,3,5,62.4,55.0,6.56,4.09,6648.0
721,0.33,2,2,7,61.4,55.0,4.48,2.76,761.0
722,1.48,2,1,3,62.8,57.0,7.27,4.54,8818.0
723,1.11,4,2,7,61.4,58.0,6.74,4.02,11650.0
724,1.03,2,3,2,62.2,59.0,6.41,4.0,5684.0
725,1.04,3,4,4,59.7,59.0,6.64,3.95,5882.0
726,2.01,0,6,4,64.6,60.0,7.76,5.22,14402.0
727,0.56,2,0,2,61.4,57.0,5.3,3.26,1723.0
728,0.81,3,2,2,61.6,58.0,6.0,3.66,3311.0
729,0.3,2,3,7,61.1,57.0,4.35,2.65,878.0
730,0.71,2,1,2,61.9,56.0,5.71,3.53,2756.0
731,1.01,2,2,2,60.0,56.0,6.55,3.91,5038.0
732,0.4,3,5,6,61.5,58.0,4.76,2.91,1080.0
733,1.04,4,4,5,61.9,58.0,6.57,4.03,4511.0
734,0.3,3,5,4,63.0,53.0,4.31,2.72,608.0
735,0.42,2,1,2,61.3,57.0,4.79,2.94,992.0
736,1.61,2,1,2,60.9,57.0,7.58,4.6,10197.0
737,0.9,1,3,1,61.8,58.0,6.12,3.8,5855.0
738,0.39,3,6,4,61.6,59.0,4.67,2.89,616.0
739,0.25,4,1,6,59.7,58.0,4.08,2.47,575.0
740,0.3,4,3,7,61.3,57.0,4.29,2.64,684.0
741,0.33,3,2,5,62.1,59.0,4.43,2.75,666.0
742,1.0,1,4,3,62.6,61.0,6.36,3.97,3592.0
743,0.58,4,0,4,62.9,56.0,5.31,3.35,1438.0
744,1.11,3,2,1,60.1,61.0,6.74,4.06,13474.0
745,1.51,4,5,2,61.6,58.0,7.35,4.51,9283.0
746,0.93,1,1,3,64.5,56.3,6.08,3.94,4003.0
747,0.36,2,5,4,62.1,57.0,4.54,2.83,568.0
748,1.5,4,5,5,63.8,59.0,7.29,4.63,9960.0
749,0.35,3,5,4,61.8,58.0,4.5,2.79,552.0
750,2.13,3,5,2,62.5,60.0,8.18,5.1,13370.0
751,1.01,3,4,2,60.6,61.0,6.39,3.86,4320.0
752,0.55,3,2,4,61.4,59.0,5.26,3.22,1755.0
753,0.51,2,1,2,63.0,57.0,5.14,3.23,1195.0
754,0.43,3,3,2,62.7,56.0,4.83,3.02,863.0
755,0.3,2,2,1,61.8,58.0,4.27,2.65,886.0
756,1.04,3,1,2,62.3,62.0,6.4,4.0,5952.0
757,1.09,3,1,3,60.8,59.0,6.75,4.07,5127.0
758,0.7,2,3,7,62.5,55.6,5.65,3.57,2993.0
759,0.54,4,0,2,62.1,56.0,5.22,3.25,1662.0
760,0.77,1,0,3,63.8,58.0,5.78,3.7,2642.0
761,0.93,3,3,5,62.4,59.0,6.21,3.88,4834.0
762,1.52,3,6,3,58.6,62.0,7.56,4.41,8366.0
763,0.54,2,1,5,62.8,55.0,5.21,3.26,1653.0
764,0.91,2,3,2,61.8,57.0,6.26,3.82,4049.0
765,1.05,4,3,4,62.8,57.0,6.45,4.06,6486.0
766,1.01,0,1,3,57.1,59.0,6.65,3.81,4600.0
767,1.07,2,3,1,60.9,57.0,6.54,4.04,8214.0
768,2.01,3,5,2,60.2,60.0,8.18,4.91,17474.0
769,0.3,2,3,4,62.0,54.0,4.3,2.68,605.0
770,0.42,2,3,2,62.9,54.0,4.79,3.02,737.0
771,1.49,0,4,0,66.9,61.0,6.93,4.62,5547.0
772,1.0,1,4,3,57.9,59.0,6.64,3.83,3903.0
773,0.3,4,0,4,59.4,60.0,4.34,2.59,661.0
774,1.01,4,1,7,60.2,60.0,6.46,3.9,5654.0
775,0.9,1,0,2,61.9,64.0,6.09,3.74,3724.0
776,0.56,2,0,4,60.4,56.0,5.33,3.23,1924.0
777,0.7,4,1,4,58.4,59.0,5.83,3.43,2904.0
778,1.52,4,6,5,63.5,58.0,7.28,4.61,8518.0
779,0.32,2,1,6,60.5,57.0,4.45,2.7,917.0
780,0.41,2,1,2,61.6,57.0,4.78,2.95,705.0
781,1.18,4,3,2,59.5,60.0,6.71,4.24,6526.0
782,1.51,1,6,5,63.8,57.0,7.24,4.6,7577.0
783,0.56,2,4,6,61.7,55.0,5.3,3.28,1580.0
784,0.71,3,1,2,63.0,58.0,5.71,3.59,2554.0
785,0.33,2,3,7,61.9,56.0,4.39,2.73,752.0
786,1.03,2,4,4,61.5,57.0,6.49,3.98,4874.0
787,0.7,1,0,4,60.3,63.0,5.68,3.45,3193.0
788,1.0,4,2,4,61.9,58.0,6.34,3.92,7450.0
789,0.52,2,3,7,61.7,55.0,5.2,3.21,1911.0
790,1.01,2,0,7,62.5,56.0,6.36,4.02,9016.0
791,0.49,4,4,7,62.3,57.0,5.02,3.14,1588.0
792,0.31,2,3,4,61.3,56.4,4.37,2.69,652.0
793,0.29,1,2,2,59.6,61.0,4.39,2.53,545.0
794,1.05,3,1,7,59.6,60.0,6.61,3.93,9858.0
795,0.5,2,1,5,61.8,55.0,5.09,3.14,1746.0
796,0.54,4,6,5,62.9,58.0,5.16,3.25,1114.0
797,1.01,4,2,5,63.7,56.0,6.29,4.02,6289.0
798,1.72,2,3,5,62.8,55.0,7.65,4.78,12830.0
799,1.02,0,2,3,64.8,57.0,6.33,4.1,3837.0
800,0.6,2,2,7,61.9,54.9,5.41,3.35,2860.0
801,1.51,4,3,5,63.1,56.0,7.33,4.61,12551.0
802,1.25,4,2,1,61.4,56.0,6.91,4.25,7956.0
803,0.56,3,5,6,60.6,59.0,5.29,3.22,1622.0
804,1.0,3,0,2,60.5,60.0,6.37,3.87,5935.0
805,1.33,3,3,4,62.7,58.0,7.01,4.38,9876.0
806,0.34,4,3,6,60.9,57.0,4.53,2.76,1033.0
807,1.5,4,0,4,61.2,63.0,7.38,4.47,16407.0
808,0.31,2,0,2,61.8,56.0,4.34,2.69,571.0
809,0.44,2,3,6,61.2,54.0,4.86,2.96,984.0
810,1.0,4,2,2,62.7,59.0,6.32,3.98,4851.0
811,0.42,2,6,2,62.8,57.0,4.79,2.98,898.0
812,0.53,3,2,2,61.4,58.0,5.19,3.18,1324.0
813,1.01,4,0,2,60.8,58.0,6.58,3.99,5386.0
814,0.3,4,4,2,61.2,62.0,4.34,2.63,706.0
815,1.28,1,6,3,63.6,56.0,6.92,4.37,5018.0
816,0.51,2,1,3,62.0,55.0,5.12,3.18,1435.0
817,0.7,0,4,2,65.0,59.0,5.54,3.59,1803.0
818,1.01,3,1,5,62.4,60.0,6.43,4.0,6606.0
819,0.41,2,3,5,60.9,56.0,4.79,2.93,827.0
820,0.32,3,4,5,59.5,58.0,4.5,2.67,749.0
821,0.85,0,5,2,65.8,65.0,5.88,3.84,2493.0
822,0.51,4,2,5,62.9,55.0,5.08,3.21,1569.0
823,1.08,2,4,2,59.2,60.0,6.71,4.0,5154.0
824,1.01,1,1,3,63.7,56.0,6.38,4.02,4118.0
825,0.33,2,4,2,61.0,55.0,4.45,2.73,579.0
826,2.02,2,6,3,61.9,57.0,8.06,5.0,15231.0
827,1.32,0,1,3,65.8,58.0,6.86,4.45,6221.0
828,1.04,4,6,3,63.5,59.0,6.37,4.06,3810.0
829,1.01,3,3,5,59.8,58.0,6.49,3.96,5864.0
830,0.31,2,0,7,62.3,56.0,4.38,2.68,1034.0
831,2.0,2,4,2,65.0,61.0,7.9,5.11,18604.0
832,0.81,4,2,7,63.1,56.0,5.99,3.75,3992.0
833,0.7,1,2,3,63.3,58.0,5.57,3.54,2415.0
834,2.09,2,5,3,61.2,57.0,8.25,5.04,13933.0
835,1.52,2,1,5,62.4,55.0,7.32,4.6,15348.0
836,0.32,2,2,5,62.4,56.0,4.35,2.72,645.0
837,0.31,2,0,2,62.3,54.0,4.37,2.71,732.0
838,1.23,2,3,4,61.6,55.0,6.84,4.23,10859.0
839,1.51,3,3,5,61.3,58.0,7.39,4.51,16091.0
840,1.2,2,2,2,61.5,53.0,6.87,4.24,7463.0
841,0.27,2,1,7,61.5,56.0,4.19,2.59,629.0
842,0.42,3,2,7,59.6,59.0,4.9,2.94,1132.0
843,0.3,2,2,1,61.7,57.0,4.28,2.65,886.0
844,1.04,2,4,5,59.3,59.0,6.64,3.92,5416.0
845,0.5,0,1,2,65.3,58.0,4.99,3.24,1020.0
846,0.31,2,3,4,61.0,55.0,4.43,2.69,802.0
847,0.43,3,2,2,60.6,59.0,4.87,2.94,1016.0
848,0.8,3,3,3,61.2,62.0,6.02,3.58,2484.0
849,0.81,2,2,7,62.2,53.9,5.97,3.72,4926.0
850,0.3,4,3,3,63.3,57.0,4.33,2.7,506.0
